business_postal_code,Unnamed: 0,population ,avg_income,inspection_id,inspection_date,inspection_score,inspection_type,violation_description,risk_category,Neighborhoods,Current Police Districts
94118,11,38939,61609,2263_20170425,04/25/2017 12:00:00 AM,68.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,5.0,8.0
94118,11,38939,61609,37232_20181116,11/16/2018 12:00:00 AM,91.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,10.0,8.0
94118,11,38939,61609,1191_20170202,02/02/2017 12:00:00 AM,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,39810_20180614,06/14/2018 12:00:00 AM,88.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,5.0,8.0
94118,11,38939,61609,1203_20180802,08/02/2018 12:00:00 AM,77.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,1983_20180312,03/12/2018 12:00:00 AM,96.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,8.0,8.0
94118,11,38939,61609,37060_20171205,12/05/2017 12:00:00 AM,85.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,1894_20170314,03/14/2017 12:00:00 AM,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,61093_20190426,04/26/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,1922_20171024,10/24/2017 12:00:00 AM,76.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0,8.0
94118,11,38939,61609,1193_20181009,10/09/2018 12:00:00 AM,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0,8.0
94118,11,38939,61609,557_20171018,10/18/2017 12:00:00 AM,76.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,5.0,8.0
94118,11,38939,61609,2544_20180705,07/05/2018 12:00:00 AM,76.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,5.0,8.0
94118,11,38939,61609,19076_20181022,10/22/2018 12:00:00 AM,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,529_20170328,03/28/2017 12:00:00 AM,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,5.0,8.0
94118,11,38939,61609,3738_20190923,09/23/2019 12:00:00 AM,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,64176_20170713,07/13/2017 12:00:00 AM,69.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,1203_20190403,04/03/2019 12:00:00 AM,78.0,Routine - Unscheduled,Unpermitted food facility,Low Risk,5.0,8.0
94118,11,38939,61609,19076_20180411,04/11/2018 12:00:00 AM,81.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,1932_20190725,07/25/2019 12:00:00 AM,77.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,4678_20180918,09/18/2018 12:00:00 AM,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,63084_20190827,08/27/2019 12:00:00 AM,84.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,2717_20180730,07/30/2018 12:00:00 AM,78.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,2716_20171016,10/16/2017 12:00:00 AM,88.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,5.0,8.0
94118,11,38939,61609,7711_20170628,06/28/2017 12:00:00 AM,79.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,3222_20181022,10/22/2018 12:00:00 AM,91.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,12.0,8.0
94118,11,38939,61609,19076_20190516,05/16/2019 12:00:00 AM,85.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0,8.0
94118,11,38939,61609,61500_20171129,11/29/2017 12:00:00 AM,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,5.0,8.0
94118,11,38939,61609,1203_20170803,08/03/2017 12:00:00 AM,77.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,5.0,8.0
94118,11,38939,61609,10877_20190701,07/01/2019 12:00:00 AM,48.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,1350_20181129,11/29/2018 12:00:00 AM,83.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,5.0,8.0
94118,11,38939,61609,1617_20190528,05/28/2019 12:00:00 AM,71.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,2263_20171120,11/20/2017 12:00:00 AM,74.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,5.0,8.0
94118,11,38939,61609,1199_20181214,12/14/2018 12:00:00 AM,81.0,Routine - Unscheduled,High risk vermin infestation,High Risk,11.0,8.0
94118,11,38939,61609,2544_20170831,08/31/2017 12:00:00 AM,79.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,5877_20190219,02/19/2019 12:00:00 AM,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0,8.0
94118,11,38939,61609,1191_20180710,07/10/2018 12:00:00 AM,86.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,1922_20190417,04/17/2019 12:00:00 AM,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,2717_20170719,07/19/2017 12:00:00 AM,73.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,2263_20170425,04/25/2017 12:00:00 AM,68.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,3248_20180725,07/25/2018 12:00:00 AM,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0,8.0
94118,11,38939,61609,4678_20190506,05/06/2019 12:00:00 AM,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,7711_20180726,07/26/2018 12:00:00 AM,74.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0,8.0
94118,11,38939,61609,2256_20190716,07/16/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,2143_20170308,03/08/2017 12:00:00 AM,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0,8.0
94118,11,38939,61609,58610_20190109,01/09/2019 12:00:00 AM,85.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,9.0,8.0
94118,11,38939,61609,4678_20171020,10/20/2017 12:00:00 AM,75.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,5.0,8.0
94118,11,38939,61609,544_20180925,09/25/2018 12:00:00 AM,72.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,2143_20190626,06/26/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,1617_20180522,05/22/2018 12:00:00 AM,71.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,542_20190131,01/31/2019 12:00:00 AM,84.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,64176_20190305,03/05/2019 12:00:00 AM,79.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,36534_20180612,06/12/2018 12:00:00 AM,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0,8.0
94118,11,38939,61609,33911_20180110,01/10/2018 12:00:00 AM,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,3736_20190906,09/06/2019 12:00:00 AM,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,37405_20190620,06/20/2019 12:00:00 AM,70.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0,8.0
94118,11,38939,61609,1922_20161012,10/12/2016 12:00:00 AM,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,37656_20180710,07/10/2018 12:00:00 AM,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,39810_20170621,06/21/2017 12:00:00 AM,88.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0,8.0
94118,11,38939,61609,1617_20170118,01/18/2017 12:00:00 AM,69.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0,8.0
94118,11,38939,61609,1193_20180206,02/06/2018 12:00:00 AM,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0,8.0
94118,11,38939,61609,61093_20161006,10/06/2016 12:00:00 AM,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,3392_20170926,09/26/2017 12:00:00 AM,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,12.0,8.0
94118,11,38939,61609,2717_20190125,01/25/2019 12:00:00 AM,76.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,5.0,8.0
94118,11,38939,61609,37060_20190507,05/07/2019 12:00:00 AM,85.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,2263_20171120,11/20/2017 12:00:00 AM,74.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,2263_20190402,04/02/2019 12:00:00 AM,68.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,19076_20180411,04/11/2018 12:00:00 AM,81.0,Routine - Unscheduled,Improper cooling methods,High Risk,5.0,8.0
94118,11,38939,61609,63084_20180607,06/07/2018 12:00:00 AM,63.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,5.0,8.0
94118,11,38939,61609,2755_20161205,12/05/2016 12:00:00 AM,85.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0,8.0
94118,11,38939,61609,247_20161114,11/14/2016 12:00:00 AM,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,5.0,8.0
94118,11,38939,61609,4678_20161107,11/07/2016 12:00:00 AM,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,1983_20190930,09/30/2019 12:00:00 AM,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,8.0,8.0
94118,11,38939,61609,7711_20190731,07/31/2019 12:00:00 AM,72.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,4963_20171031,10/31/2017 12:00:00 AM,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0,8.0
94118,11,38939,61609,2548_20181003,10/03/2018 12:00:00 AM,79.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0,8.0
94118,11,38939,61609,5877_20190219,02/19/2019 12:00:00 AM,96.0,Routine - Unscheduled,Other low risk violation,Low Risk,10.0,8.0
94118,11,38939,61609,7558_20190419,04/19/2019 12:00:00 AM,87.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,2716_20171016,10/16/2017 12:00:00 AM,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,2263_20171120,11/20/2017 12:00:00 AM,74.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,5.0,8.0
94118,11,38939,61609,16047_20170202,02/02/2017 12:00:00 AM,92.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,5.0,8.0
94118,11,38939,61609,557_20180905,09/05/2018 12:00:00 AM,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,3739_20180606,06/06/2018 12:00:00 AM,79.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,11.0,8.0
94118,11,38939,61609,1932_20190725,07/25/2019 12:00:00 AM,77.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,5.0,8.0
94118,11,38939,61609,2716_20190410,04/10/2019 12:00:00 AM,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,5.0,8.0
94118,11,38939,61609,2263_20180514,05/14/2018 12:00:00 AM,65.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,542_20170630,06/30/2017 12:00:00 AM,80.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,64176_20190709,07/09/2019 12:00:00 AM,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,1932_20190725,07/25/2019 12:00:00 AM,77.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,1203_20190403,04/03/2019 12:00:00 AM,78.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,3743_20190605,06/05/2019 12:00:00 AM,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,12.0,8.0
94118,11,38939,61609,542_20161006,10/06/2016 12:00:00 AM,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,1203_20190814,08/14/2019 12:00:00 AM,83.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,5.0,8.0
94118,11,38939,61609,19076_20180411,04/11/2018 12:00:00 AM,81.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,64176_20190305,03/05/2019 12:00:00 AM,79.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,5.0,8.0
94118,11,38939,61609,1617_20170118,01/18/2017 12:00:00 AM,69.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,6356_20181010,10/10/2018 12:00:00 AM,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,12.0,8.0
94118,11,38939,61609,10282_20180612,06/12/2018 12:00:00 AM,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0,8.0
94118,11,38939,61609,39810_20170621,06/21/2017 12:00:00 AM,88.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,5.0,8.0
94118,11,38939,61609,64361_20161006,10/06/2016 12:00:00 AM,92.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,5.0,8.0
94118,11,38939,61609,2755_20180816,08/16/2018 12:00:00 AM,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0,8.0
94118,11,38939,61609,3248_20161031,10/31/2016 12:00:00 AM,89.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0,8.0
94118,11,38939,61609,6768_20190517,05/17/2019 12:00:00 AM,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,61136_20170915,09/15/2017 12:00:00 AM,78.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,5.0,8.0
94118,11,38939,61609,10877_20180109,01/09/2018 12:00:00 AM,81.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0,8.0
94118,11,38939,61609,2717_20190125,01/25/2019 12:00:00 AM,76.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,10282_20190529,05/29/2019 12:00:00 AM,96.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,10.0,8.0
94118,11,38939,61609,19076_20170626,06/26/2017 12:00:00 AM,65.0,Routine - Unscheduled,High risk vermin infestation,High Risk,5.0,8.0
94118,11,38939,61609,10931_20181203,12/03/2018 12:00:00 AM,91.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,12.0,8.0
94118,11,38939,61609,3736_20190207,02/07/2019 12:00:00 AM,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,4654_20180604,06/04/2018 12:00:00 AM,90.0,Routine - Unscheduled,Other low risk violation,Low Risk,5.0,8.0
94118,11,38939,61609,7405_20171101,11/01/2017 12:00:00 AM,89.0,Routine - Unscheduled,Improper reheating of food,High Risk,11.0,8.0
94118,11,38939,61609,64067_20171205,12/05/2017 12:00:00 AM,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,12.0,7.0
94118,11,38939,61609,2256_20170118,01/18/2017 12:00:00 AM,89.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,5.0,8.0
94118,11,38939,61609,34726_20190429,04/29/2019 12:00:00 AM,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0,8.0
94118,11,38939,61609,63860_20190710,07/10/2019 12:00:00 AM,94.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,12.0,8.0
94118,11,38939,61609,61136_20180813,08/13/2018 12:00:00 AM,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,7711_20190129,01/29/2019 12:00:00 AM,88.0,Routine - Unscheduled,Noncompliance with shell fish tags or display,Moderate Risk,5.0,8.0
94118,11,38939,61609,1932_20181031,10/31/2018 12:00:00 AM,83.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,2755_20190327,03/27/2019 12:00:00 AM,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0,8.0
94118,11,38939,61609,2716_20161027,10/27/2016 12:00:00 AM,82.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,63084_20180607,06/07/2018 12:00:00 AM,63.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0,8.0
94118,11,38939,61609,32625_20180802,08/02/2018 12:00:00 AM,92.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,5.0,8.0
94118,11,38939,61609,7558_20180521,05/21/2018 12:00:00 AM,92.0,Routine - Unscheduled,Other low risk violation,Low Risk,5.0,8.0
94118,11,38939,61609,247_20180622,06/22/2018 12:00:00 AM,90.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,5.0,8.0
94118,11,38939,61609,19094_20180222,02/22/2018 12:00:00 AM,90.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,11.0,8.0
94118,11,38939,61609,4643_20180109,01/09/2018 12:00:00 AM,83.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0,8.0
94118,11,38939,61609,1350_20170105,01/05/2017 12:00:00 AM,80.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,5.0,8.0
94118,11,38939,61609,2593_20170201,02/01/2017 12:00:00 AM,73.0,Routine - Unscheduled,High risk vermin infestation,High Risk,5.0,8.0
94118,11,38939,61609,542_20190816,08/16/2019 12:00:00 AM,84.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,2548_20171030,10/30/2017 12:00:00 AM,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0,8.0
94118,11,38939,61609,2667_20170707,07/07/2017 12:00:00 AM,78.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,3186_20170915,09/15/2017 12:00:00 AM,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,4963_20181001,10/01/2018 12:00:00 AM,78.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,11.0,8.0
94118,11,38939,61609,1199_20181214,12/14/2018 12:00:00 AM,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0,8.0
94118,11,38939,61609,3586_20190805,08/05/2019 12:00:00 AM,83.0,Routine - Unscheduled,Improper cooling methods,High Risk,12.0,8.0
94118,11,38939,61609,32579_20190429,04/29/2019 12:00:00 AM,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,3739_20161017,10/17/2016 12:00:00 AM,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,11.0,8.0
94118,11,38939,61609,557_20190419,04/19/2019 12:00:00 AM,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,4643_20190607,06/07/2019 12:00:00 AM,81.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,5.0,8.0
94118,11,38939,61609,1932_20171130,11/30/2017 12:00:00 AM,87.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,3738_20170821,08/21/2017 12:00:00 AM,91.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,3738_20190923,09/23/2019 12:00:00 AM,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,7711_20190731,07/31/2019 12:00:00 AM,72.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,39119_20190626,06/26/2019 12:00:00 AM,90.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,5.0,8.0
94118,11,38939,61609,39119_20190626,06/26/2019 12:00:00 AM,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,5.0,8.0
94118,11,38939,61609,33911_20161006,10/06/2016 12:00:00 AM,68.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,5.0,8.0
94118,11,38939,61609,544_20170822,08/22/2017 12:00:00 AM,74.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,67828_20170327,03/27/2017 12:00:00 AM,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,70619_20181026,10/26/2018 12:00:00 AM,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,66361_20180207,02/07/2018 12:00:00 AM,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,64933_20180516,05/16/2018 12:00:00 AM,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0,8.0
94118,11,38939,61609,65813_20190730,07/30/2019 12:00:00 AM,83.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,5.0,8.0
94118,11,38939,61609,66705_20190911,09/11/2019 12:00:00 AM,71.0,Routine - Unscheduled,High risk food holding temperature,High Risk,5.0,8.0
94118,11,38939,61609,67235_20180605,06/05/2018 12:00:00 AM,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
94118,11,38939,61609,68998_20170328,03/28/2017 12:00:00 AM,84.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0,8.0
94118,11,38939,61609,64933_20190130,01/30/2019 12:00:00 AM,83.0,Routine - Unscheduled,High risk vermin infestation,High Risk,10.0,8.0
94118,11,38939,61609,66384_20170828,08/28/2017 12:00:00 AM,83.0,Routine - Unscheduled,Other low risk violation,Low Risk,5.0,8.0
94118,11,38939,61609,66384_20190404,04/04/2019 12:00:00 AM,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0,8.0
94118,11,38939,61609,65831_20190415,04/15/2019 12:00:00 AM,74.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,5.0,8.0
94118,11,38939,61609,65831_20190823,08/23/2019 12:00:00 AM,73.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,64933_20161114,11/14/2016 12:00:00 AM,85.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0,8.0
94118,11,38939,61609,67869_20161205,12/05/2016 12:00:00 AM,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,66901_20190620,06/20/2019 12:00:00 AM,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0,8.0
94118,11,38939,61609,66705_20170302,03/02/2017 12:00:00 AM,75.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,67235_20180605,06/05/2018 12:00:00 AM,86.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,5.0,8.0
94118,11,38939,61609,65813_20170201,02/01/2017 12:00:00 AM,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,66901_20161026,10/26/2016 12:00:00 AM,86.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0,8.0
94118,11,38939,61609,70641_20161102,11/02/2016 12:00:00 AM,71.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,4.0,8.0
94118,11,38939,61609,68699_20161026,10/26/2016 12:00:00 AM,98.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,5.0,8.0
94118,11,38939,61609,65813_20180522,05/22/2018 12:00:00 AM,90.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,5.0,8.0
94118,11,38939,61609,66361_20190522,05/22/2019 12:00:00 AM,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,5.0,8.0
94118,11,38939,61609,66384_20180807,08/07/2018 12:00:00 AM,91.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0,8.0
94118,11,38939,61609,65831_20170726,07/26/2017 12:00:00 AM,77.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,67869_20190514,05/14/2019 12:00:00 AM,96.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,5.0,8.0
94118,11,38939,61609,66901_20190620,06/20/2019 12:00:00 AM,81.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,5.0,8.0
94118,11,38939,61609,67828_20171206,12/06/2017 12:00:00 AM,85.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0,8.0
